probe_id;asn;name;lat;long;type
15357;327687;RENU;0.329179;32.570989;nren
14900;327687;RENU;0.329179;32.570989;nren
13218;36914;KENET;-1.280702;36.816352;nren
13114;36914;KENET;-1.235795;36.868172;nren
19592;37608;iRENALA;-18.942708;47.528323;nren
14712;37608;iRENALA;-18.942708;47.528323;nren
4061;37197;SudREN;15.609327;32.541700;nren
4518;2018;TENET;-33.295427;26.521345;nren
18169;37520;Rhodes;-33.313596;26.516308;university
